stockout_id,store_id,sku_id,stockout_date,restock_date,duration_days,estimated_lost_units,estimated_lost_revenue,root_cause
SO_0004840,STORE_006,SKU_0447,2024-02-14,2024-02-15,1,12,293.16,Shrinkage
SO_0005993,STORE_007,SKU_0468,2024-02-14,2024-02-15,1,2,82.32,Manual error
SO_0006646,STORE_008,SKU_0355,2024-02-14,2024-02-15,1,1,8.93,Forecast miss
SO_0007082,STORE_009,SKU_0322,2024-02-14,2024-02-17,3,29,629.01,Demand spike
SO_0007236,STORE_009,SKU_0518,2024-02-14,2024-02-18,4,44,329.12,Shrinkage
SO_0000487,STORE_001,SKU_0335,2024-02-15,2024-02-20,5,62,2410.56,Manual error
SO_0002535,STORE_003,SKU_0313,2024-02-15,2024-02-16,1,3,115.47,Demand spike
SO_0002603,STORE_003,SKU_0339,2024-02-15,2024-02-19,4,49,585.06,Manual error
SO_0004348,STORE_006,SKU_0088,2024-02-15,2024-02-16,1,1,46.87,Manual error
SO_0007655,STORE_010,SKU_0393,2024-02-15,2024-02-16,1,4,183.12,Forecast miss
SO_0000063,STORE_001,SKU_0107,2024-02-16,2024-02-17,1,15,741.0,Demand spike
SO_0000817,STORE_001,SKU_0518,2024-02-16,2024-02-23,7,93,695.64,Shrinkage
SO_0001123,STORE_002,SKU_0028,2024-02-16,2024-02-22,6,109,417.47,Manual error
SO_0001444,STORE_002,SKU_0207,2024-02-16,2024-02-18,2,16,174.56,Shrinkage
SO_0003234,STORE_004,SKU_0207,2024-02-16,2024-02-19,3,6,65.46,Supplier delay
SO_0004990,STORE_006,SKU_0564,2024-02-16,2024-02-17,1,0,0.0,Manual error
SO_0005364,STORE_007,SKU_0223,2024-02-16,2024-02-18,2,11,349.47,Supplier delay
SO_0006402,STORE_008,SKU_0153,2024-02-16,2024-02-19,3,17,407.15,Demand spike
SO_0006828,STORE_009,SKU_0062,2024-02-16,2024-02-17,1,12,570.12,Supplier delay
SO_0007356,STORE_009,SKU_0577,2024-02-16,2024-02-17,1,12,467.64,Demand spike
SO_0007414,STORE_010,SKU_0228,2024-02-16,2024-02-19,3,18,543.24,Forecast miss
SO_0007583,STORE_010,SKU_0292,2024-02-16,2024-02-23,7,40,1946.0,Shrinkage
SO_0000205,STORE_001,SKU_0213,2024-02-17,2024-02-18,1,16,308.0,Manual error
SO_0001411,STORE_002,SKU_0201,2024-02-17,2024-02-18,1,7,167.02,Manual error
SO_0002158,STORE_003,SKU_0140,2024-02-17,2024-02-21,4,53,1061.59,Supplier delay
SO_0002631,STORE_003,SKU_0345,2024-02-17,2024-02-18,1,3,109.38,Manual error
SO_0003729,STORE_004,SKU_0554,2024-02-17,2024-02-26,9,165,1729.2,Supplier delay
SO_0003817,STORE_004,SKU_0561,2024-02-17,2024-02-19,2,18,144.72,Demand spike
SO_0004349,STORE_006,SKU_0088,2024-02-17,2024-02-27,10,78,3655.86,Demand spike
SO_0004921,STORE_006,SKU_0531,2024-02-17,2024-02-19,2,28,1070.72,Manual error
SO_0005182,STORE_007,SKU_0067,2024-02-17,2024-02-22,5,57,2465.82,Manual error
SO_0005507,STORE_007,SKU_0279,2024-02-17,2024-02-24,7,93,2812.32,Manual error
SO_0005629,STORE_007,SKU_0345,2024-02-17,2024-02-18,1,7,255.22,Shrinkage
SO_0005938,STORE_007,SKU_0424,2024-02-17,2024-02-20,3,44,1772.76,Demand spike
SO_0006108,STORE_007,SKU_0519,2024-02-17,2024-02-18,1,4,101.12,Forecast miss
SO_0006494,STORE_008,SKU_0174,2024-02-17,2024-02-19,2,12,513.24,Shrinkage
SO_0006966,STORE_009,SKU_0255,2024-02-17,2024-02-21,4,34,994.84,Demand spike
SO_0000122,STORE_001,SKU_0135,2024-02-18,2024-02-19,1,5,164.15,Shrinkage
SO_0002834,STORE_003,SKU_0440,2024-02-18,2024-02-20,2,25,790.0,Shrinkage
SO_0003139,STORE_004,SKU_0087,2024-02-18,2024-02-24,6,66,1987.92,Shrinkage
SO_0003193,STORE_004,SKU_0130,2024-02-18,2024-02-24,6,76,3394.92,Manual error
SO_0003584,STORE_004,SKU_0499,2024-02-18,2024-02-20,2,20,436.0,Supplier delay
SO_0004991,STORE_006,SKU_0564,2024-02-18,2024-03-03,14,178,7710.96,Manual error
SO_0005452,STORE_007,SKU_0268,2024-02-18,2024-02-19,1,11,519.31,Demand spike
SO_0006289,STORE_008,SKU_0013,2024-02-18,2024-02-28,10,50,366.5,Supplier delay
SO_0006647,STORE_008,SKU_0355,2024-02-18,2024-02-24,6,38,339.34,Shrinkage
SO_0000037,STORE_001,SKU_0054,2024-02-19,2024-02-20,1,12,582.12,Demand spike
SO_0001340,STORE_002,SKU_0133,2024-02-19,2024-02-20,1,7,208.6,Demand spike
SO_0001445,STORE_002,SKU_0207,2024-02-19,2024-03-03,13,123,1341.93,Shrinkage
SO_0001944,STORE_002,SKU_0564,2024-02-19,2024-02-24,5,31,1342.92,Manual error
SO_0006910,STORE_009,SKU_0241,2024-02-19,2024-03-01,11,111,3986.01,Demand spike
SO_0007332,STORE_009,SKU_0560,2024-02-19,2024-02-23,4,28,575.96,Shrinkage
SO_0002349,STORE_003,SKU_0241,2024-02-20,2024-02-21,1,0,0.0,Supplier delay
SO_0003488,STORE_004,SKU_0332,2024-02-20,2024-02-24,4,46,1128.38,Shrinkage
SO_0005735,STORE_007,SKU_0358,2024-02-20,2024-02-25,5,89,2734.08,Forecast miss
SO_0006213,STORE_007,SKU_0542,2024-02-20,2024-02-25,5,33,860.64,Demand spike
SO_0007415,STORE_010,SKU_0228,2024-02-20,2024-02-22,2,5,150.9,Shrinkage
SO_0000512,STORE_001,SKU_0365,2024-02-21,2024-02-25,4,73,3098.85,Manual error
SO_0001578,STORE_002,SKU_0300,2024-02-21,2024-02-23,2,14,240.38,Shrinkage
SO_0002576,STORE_003,SKU_0337,2024-02-21,2024-03-02,10,200,4338.0,Manual error
SO_0003235,STORE_004,SKU_0207,2024-02-21,2024-02-22,1,3,32.73,Supplier delay
SO_0004460,STORE_006,SKU_0101,2024-02-21,2024-03-03,11,207,1192.32,Shrinkage
SO_0006109,STORE_007,SKU_0519,2024-02-21,2024-02-22,1,3,75.84,Demand spike
SO_0007162,STORE_009,SKU_0433,2024-02-21,2024-02-25,4,40,954.8,Manual error
SO_0007694,STORE_010,SKU_0417,2024-02-21,2024-02-23,2,4,43.2,Supplier delay
SO_0000323,STORE_001,SKU_0260,2024-02-22,2024-02-24,2,27,562.14,Demand spike
SO_0001740,STORE_002,SKU_0375,2024-02-22,2024-02-26,4,49,2065.35,Manual error
SO_0001792,STORE_002,SKU_0468,2024-02-22,2024-03-03,10,205,8437.8,Demand spike
SO_0005778,STORE_007,SKU_0364,2024-02-22,2024-02-23,1,6,282.72,Forecast miss
SO_0006363,STORE_008,SKU_0146,2024-02-22,2024-02-24,2,2,44.04,Forecast miss
SO_0006801,STORE_009,SKU_0033,2024-02-22,2024-02-26,4,23,965.08,Demand spike
SO_0001769,STORE_002,SKU_0466,2024-02-23,2024-03-08,14,308,4379.76,Supplier delay
SO_0002553,STORE_003,SKU_0330,2024-02-23,2024-02-26,3,38,366.7,Supplier delay
SO_0002632,STORE_003,SKU_0345,2024-02-23,2024-02-25,2,8,291.68,Manual error
SO_0002810,STORE_003,SKU_0431,2024-02-23,2024-02-27,4,79,3921.56,Forecast miss
SO_0003236,STORE_004,SKU_0207,2024-02-23,2024-03-04,10,182,1985.62,Manual error
SO_0005900,STORE_007,SKU_0420,2024-02-23,2024-02-25,2,27,343.71,Forecast miss
SO_0006495,STORE_008,SKU_0174,2024-02-23,2024-02-24,1,1,42.77,Supplier delay
SO_0006829,STORE_009,SKU_0062,2024-02-23,2024-02-25,2,33,1567.83,Supplier delay
SO_0000345,STORE_001,SKU_0279,2024-02-24,2024-02-28,4,32,967.68,Demand spike
SO_0000818,STORE_001,SKU_0518,2024-02-24,2024-02-25,1,3,22.44,Forecast miss
SO_0001196,STORE_002,SKU_0038,2024-02-24,2024-02-27,3,54,2685.42,Forecast miss
SO_0002136,STORE_003,SKU_0056,2024-02-24,2024-03-03,8,155,5350.6,Demand spike
SO_0002457,STORE_003,SKU_0282,2024-02-24,2024-02-27,3,59,1237.82,Demand spike
SO_0005994,STORE_007,SKU_0468,2024-02-24,2024-02-25,1,2,82.32,Demand spike
SO_0007695,STORE_010,SKU_0417,2024-02-24,2024-02-25,1,3,32.4,Shrinkage
SO_0000038,STORE_001,SKU_0054,2024-02-25,2024-02-26,1,14,679.14,Shrinkage
SO_0002858,STORE_003,SKU_0455,2024-02-25,2024-03-02,6,48,1792.8,Forecast miss
SO_0004156,STORE_006,SKU_0071,2024-02-25,2024-02-27,2,2,41.68,Demand spike
SO_0005096,STORE_007,SKU_0031,2024-02-25,2024-03-12,16,371,17544.59,Supplier delay
SO_0006364,STORE_008,SKU_0146,2024-02-25,2024-02-26,1,6,132.12,Demand spike
SO_0006648,STORE_008,SKU_0355,2024-02-25,2024-02-26,1,0,0.0,Shrinkage
SO_0006839,STORE_009,SKU_0104,2024-02-25,2024-02-27,2,15,464.1,Supplier delay
SO_0007416,STORE_010,SKU_0228,2024-02-25,2024-02-26,1,2,60.36,Demand spike
SO_0001666,STORE_002,SKU_0368,2024-02-26,2024-03-03,6,31,955.73,Manual error
SO_0002928,STORE_003,SKU_0517,2024-02-26,2024-02-29,3,20,819.0,Manual error
SO_0003928,STORE_005,SKU_0308,2024-02-26,2024-02-27,1,3,96.45,Demand spike
SO_0004269,STORE_006,SKU_0087,2024-02-26,2024-02-27,1,26,783.12,Forecast miss
SO_0006993,STORE_009,SKU_0274,2024-02-26,2024-03-05,8,75,2561.25,Shrinkage
SO_0007357,STORE_009,SKU_0577,2024-02-26,2024-02-27,1,4,155.88,Manual error
SO_0002083,STORE_003,SKU_0018,2024-02-27,2024-03-01,3,24,825.12,Manual error
SO_0003871,STORE_005,SKU_0256,2024-02-27,2024-03-02,4,24,230.64,Supplier delay
SO_0005242,STORE_007,SKU_0093,2024-02-27,2024-03-05,7,62,1383.84,Forecast miss
SO_0005995,STORE_007,SKU_0468,2024-02-27,2024-03-04,6,137,5638.92,Demand spike
SO_0006214,STORE_007,SKU_0542,2024-02-27,2024-02-29,2,5,130.4,Demand spike
SO_0006365,STORE_008,SKU_0146,2024-02-27,2024-03-21,23,77,1695.54,Demand spike
SO_0006830,STORE_009,SKU_0062,2024-02-27,2024-03-01,3,25,1187.75,Manual error
SO_0002890,STORE_003,SKU_0474,2024-02-28,2024-03-01,2,27,623.97,Demand spike
SO_0003929,STORE_005,SKU_0308,2024-02-28,2024-02-29,1,1,32.15,Manual error
SO_0004157,STORE_006,SKU_0071,2024-02-28,2024-02-29,1,5,104.2,Forecast miss
SO_0004751,STORE_006,SKU_0394,2024-02-28,2024-03-03,4,92,3007.48,Supplier delay
SO_0007696,STORE_010,SKU_0417,2024-02-28,2024-02-29,1,2,21.6,Shrinkage
SO_0000442,STORE_001,SKU_0322,2024-02-29,2024-03-05,5,85,1843.65,Demand spike
SO_0000571,STORE_001,SKU_0427,2024-02-29,2024-03-11,11,264,1887.6,Supplier delay
SO_0000039,STORE_001,SKU_0054,2024-03-01,2024-03-04,3,91,4414.41,Forecast miss
SO_0000819,STORE_001,SKU_0518,2024-03-01,2024-03-02,1,2,14.96,Forecast miss
SO_0000981,STORE_001,SKU_0556,2024-03-01,2024-03-05,4,69,1491.78,Demand spike
SO_0001021,STORE_002,SKU_0021,2024-03-01,2024-03-02,1,1,9.26,Manual error
SO_0002633,STORE_003,SKU_0345,2024-03-01,2024-03-11,10,245,8932.7,Demand spike
SO_0003930,STORE_005,SKU_0308,2024-03-01,2024-03-09,8,24,771.6,Supplier delay
SO_0004158,STORE_006,SKU_0071,2024-03-01,2024-03-04,3,9,187.56,Supplier delay
SO_0006215,STORE_007,SKU_0542,2024-03-01,2024-03-07,6,119,3103.52,Shrinkage
SO_0007697,STORE_010,SKU_0417,2024-03-01,2024-03-04,3,17,183.6,Manual error
SO_0000630,STORE_001,SKU_0434,2024-03-02,2024-03-03,1,3,9.3,Manual error
SO_0002350,STORE_003,SKU_0241,2024-03-02,2024-03-03,1,8,287.28,Forecast miss
SO_0003697,STORE_004,SKU_0533,2024-03-02,2024-03-05,3,44,48.84,Supplier delay
SO_0003730,STORE_004,SKU_0554,2024-03-02,2024-03-03,1,2,20.96,Forecast miss
SO_0004270,STORE_006,SKU_0087,2024-03-02,2024-03-03,1,0,0.0,Forecast miss
SO_0004350,STORE_006,SKU_0088,2024-03-02,2024-03-07,5,12,562.44,Manual error
SO_0004587,STORE_006,SKU_0270,2024-03-02,2024-03-03,1,6,275.82,Forecast miss
SO_0004963,STORE_006,SKU_0538,2024-03-02,2024-03-05,3,47,1393.08,Supplier delay
SO_0005508,STORE_007,SKU_0279,2024-03-02,2024-03-03,1,4,120.96,Shrinkage
SO_0005630,STORE_007,SKU_0345,2024-03-02,2024-03-05,3,28,1020.88,Forecast miss
SO_0005779,STORE_007,SKU_0364,2024-03-02,2024-03-03,1,7,329.84,Supplier delay
SO_0006496,STORE_008,SKU_0174,2024-03-02,2024-03-03,1,0,0.0,Manual error
SO_0007030,STORE_009,SKU_0285,2024-03-02,2024-03-04,2,26,535.6,Manual error
SO_0007417,STORE_010,SKU_0228,2024-03-02,2024-03-03,1,4,120.72,Forecast miss
SO_0000820,STORE_001,SKU_0518,2024-03-03,2024-03-04,1,0,0.0,Manual error
SO_0002036,STORE_003,SKU_0008,2024-03-03,2024-03-09,6,97,2280.47,Shrinkage
SO_0003046,STORE_003,SKU_0550,2024-03-03,2024-03-06,3,20,426.6,Demand spike
SO_0003906,STORE_005,SKU_0270,2024-03-03,2024-03-04,1,0,0.0,Demand spike
SO_0005397,STORE_007,SKU_0240,2024-03-03,2024-03-10,7,167,7336.31,Shrinkage
SO_0006110,STORE_007,SKU_0519,2024-03-03,2024-03-07,4,42,1061.76,Manual error
SO_0006578,STORE_008,SKU_0225,2024-03-03,2024-03-04,1,2,28.14,Shrinkage
SO_0006878,STORE_009,SKU_0196,2024-03-03,2024-03-10,7,75,3407.25,Demand spike
SO_0001446,STORE_002,SKU_0207,2024-03-04,2024-03-05,1,6,65.46,Supplier delay
SO_0001879,STORE_002,SKU_0541,2024-03-04,2024-03-05,1,5,215.75,Shrinkage
SO_0002185,STORE_003,SKU_0181,2024-03-04,2024-03-12,8,168,2513.28,Supplier delay
SO_0002726,STORE_003,SKU_0351,2024-03-04,2024-03-09,5,67,2484.36,Forecast miss
SO_0003585,STORE_004,SKU_0499,2024-03-04,2024-03-07,3,22,479.6,Shrinkage
SO_0004081,STORE_006,SKU_0052,2024-03-04,2024-03-05,1,10,141.0,Forecast miss
SO_0000040,STORE_001,SKU_0054,2024-03-05,2024-03-06,1,11,533.61,Shrinkage
SO_0000169,STORE_001,SKU_0197,2024-03-05,2024-03-07,2,46,1374.48,Demand spike
SO_0000294,STORE_001,SKU_0238,2024-03-05,2024-03-12,7,46,1524.44,Demand spike
SO_0003237,STORE_004,SKU_0207,2024-03-05,2024-03-11,6,18,196.38,Shrinkage
SO_0004899,STORE_006,SKU_0509,2024-03-05,2024-03-06,1,0,0.0,Forecast miss
SO_0004922,STORE_006,SKU_0531,2024-03-05,2024-03-07,2,27,1032.48,Supplier delay
SO_0006649,STORE_008,SKU_0355,2024-03-05,2024-03-06,1,0,0.0,Forecast miss
SO_0007418,STORE_010,SKU_0228,2024-03-05,2024-03-09,4,8,241.44,Forecast miss
SO_0000922,STORE_001,SKU_0523,2024-03-06,2024-03-08,2,13,188.24,Demand spike
SO_0003373,STORE_004,SKU_0290,2024-03-06,2024-03-07,1,1,26.94,Manual error
SO_0004159,STORE_006,SKU_0071,2024-03-06,2024-03-07,1,0,0.0,Demand spike
SO_0000821,STORE_001,SKU_0518,2024-03-07,2024-03-21,14,186,1391.28,Demand spike
SO_0001579,STORE_002,SKU_0300,2024-03-07,2024-03-08,1,0,0.0,Shrinkage
SO_0001631,STORE_002,SKU_0335,2024-03-07,2024-03-08,1,2,77.76,Supplier delay
SO_0002307,STORE_003,SKU_0231,2024-03-07,2024-03-12,5,74,896.88,Demand spike
SO_0002784,STORE_003,SKU_0403,2024-03-07,2024-03-12,5,102,3114.06,Manual error
SO_0004992,STORE_006,SKU_0564,2024-03-07,2024-03-08,1,1,43.32,Manual error
SO_0005183,STORE_007,SKU_0067,2024-03-07,2024-03-08,1,12,519.12,Supplier delay
SO_0005631,STORE_007,SKU_0345,2024-03-07,2024-03-18,11,249,9078.54,Shrinkage
SO_0006755,STORE_008,SKU_0547,2024-03-07,2024-03-08,1,3,90.87,Manual error
SO_0000041,STORE_001,SKU_0054,2024-03-08,2024-03-11,3,57,2765.07,Supplier delay
SO_0000206,STORE_001,SKU_0213,2024-03-08,2024-03-10,2,24,462.0,Demand spike
SO_0000600,STORE_001,SKU_0430,2024-03-08,2024-03-11,3,43,587.81,Forecast miss
SO_0000631,STORE_001,SKU_0434,2024-03-08,2024-03-16,8,179,554.9,Supplier delay
SO_0001447,STORE_002,SKU_0207,2024-03-08,2024-03-10,2,14,152.74,Shrinkage
SO_0003818,STORE_004,SKU_0561,2024-03-08,2024-03-09,1,0,0.0,Demand spike
SO_0004351,STORE_006,SKU_0088,2024-03-08,2024-03-09,1,1,46.87,Supplier delay
SO_0004720,STORE_006,SKU_0384,2024-03-08,2024-03-11,3,60,2725.8,Demand spike
SO_0004809,STORE_006,SKU_0416,2024-03-08,2024-03-13,5,76,3775.68,Shrinkage
SO_0006216,STORE_007,SKU_0542,2024-03-08,2024-03-12,4,35,912.8,Supplier delay
SO_0006650,STORE_008,SKU_0355,2024-03-08,2024-03-10,2,3,26.79,Shrinkage
SO_0007083,STORE_009,SKU_0322,2024-03-08,2024-03-13,5,53,1149.57,Demand spike
SO_0007237,STORE_009,SKU_0518,2024-03-08,2024-03-20,12,198,1481.04,Supplier delay
SO_0007604,STORE_010,SKU_0360,2024-03-08,2024-03-11,3,16,116.0,Forecast miss
SO_0000791,STORE_001,SKU_0511,2024-03-09,2024-03-12,3,81,3115.26,Forecast miss
SO_0001793,STORE_002,SKU_0468,2024-03-09,2024-03-10,1,3,123.48,Supplier delay
SO_0001945,STORE_002,SKU_0564,2024-03-09,2024-03-15,6,57,2469.24,Demand spike
SO_0002604,STORE_003,SKU_0339,2024-03-09,2024-03-20,11,330,3940.2,Demand spike
SO_0002999,STORE_003,SKU_0547,2024-03-09,2024-03-13,4,55,1665.95,Forecast miss
SO_0003489,STORE_004,SKU_0332,2024-03-09,2024-03-11,2,43,1054.79,Forecast miss
SO_0004588,STORE_006,SKU_0270,2024-03-09,2024-03-10,1,1,45.97,Manual error
SO_0004687,STORE_006,SKU_0353,2024-03-09,2024-03-12,3,47,1232.81,Supplier delay
SO_0005425,STORE_007,SKU_0244,2024-03-09,2024-03-10,1,19,52.06,Forecast miss
SO_0005509,STORE_007,SKU_0279,2024-03-09,2024-03-13,4,77,2328.48,Shrinkage
SO_0005780,STORE_007,SKU_0364,2024-03-09,2024-03-11,2,4,188.48,Demand spike
SO_0000123,STORE_001,SKU_0135,2024-03-10,2024-03-13,3,53,1739.99,Demand spike
SO_0000545,STORE_001,SKU_0403,2024-03-10,2024-03-12,2,24,732.72,Shrinkage
SO_0000767,STORE_001,SKU_0474,2024-03-10,2024-03-17,7,51,1178.61,Manual error
SO_0001022,STORE_002,SKU_0021,2024-03-10,2024-03-11,1,0,0.0,Supplier delay
SO_0001341,STORE_002,SKU_0133,2024-03-10,2024-03-12,2,12,357.6,Manual error
SO_0002084,STORE_003,SKU_0018,2024-03-10,2024-03-14,4,31,1065.78,Shrinkage
SO_0002351,STORE_003,SKU_0241,2024-03-10,2024-03-12,2,27,969.57,Demand spike
SO_0002458,STORE_003,SKU_0282,2024-03-10,2024-03-13,3,55,1153.9,Forecast miss
SO_0003819,STORE_004,SKU_0561,2024-03-10,2024-03-11,1,1,8.04,Demand spike
SO_0004160,STORE_006,SKU_0071,2024-03-10,2024-03-11,1,1,20.84,Shrinkage
SO_0005453,STORE_007,SKU_0268,2024-03-10,2024-03-11,1,15,708.15,Manual error
SO_0006255,STORE_007,SKU_0552,2024-03-10,2024-03-14,4,47,416.42,Shrinkage
SO_0007206,STORE_009,SKU_0443,2024-03-10,2024-03-18,8,262,2826.98,Forecast miss
SO_0007419,STORE_010,SKU_0228,2024-03-10,2024-03-11,1,1,30.18,Forecast miss
SO_0000005,STORE_001,SKU_0041,2024-03-11,2024-03-13,2,32,1206.4,Demand spike
SO_0000346,STORE_001,SKU_0279,2024-03-11,2024-03-16,5,41,1239.84,Manual error
SO_0001448,STORE_002,SKU_0207,2024-03-11,2024-03-14,3,15,163.65,Demand spike
SO_0003412,STORE_004,SKU_0292,2024-03-11,2024-03-19,8,117,5692.05,Manual error
SO_0003792,STORE_004,SKU_0558,2024-03-11,2024-03-13,2,14,153.86,Manual error
SO_0006615,STORE_008,SKU_0328,2024-03-11,2024-03-14,3,19,336.87,Demand spike
SO_0007698,STORE_010,SKU_0417,2024-03-11,2024-03-12,1,2,21.6,Shrinkage
SO_0001412,STORE_002,SKU_0201,2024-03-12,2024-03-18,6,115,2743.9,Supplier delay
SO_0004352,STORE_006,SKU_0088,2024-03-12,2024-03-13,1,0,0.0,Demand spike
SO_0004589,STORE_006,SKU_0270,2024-03-12,2024-03-13,1,19,873.43,Demand spike
SO_0004841,STORE_006,SKU_0447,2024-03-12,2024-03-19,7,118,2882.74,Demand spike
SO_0005736,STORE_007,SKU_0358,2024-03-12,2024-03-15,3,57,1751.04,Demand spike
SO_0007290,STORE_009,SKU_0523,2024-03-12,2024-03-13,1,5,72.4,Demand spike
SO_0001140,STORE_002,SKU_0032,2024-03-13,2024-03-14,1,19,568.29,Manual error
SO_0001260,STORE_002,SKU_0063,2024-03-13,2024-03-16,3,43,2121.19,Demand spike
SO_0001880,STORE_002,SKU_0541,2024-03-13,2024-03-15,2,27,1165.05,Demand spike
SO_0003329,STORE_004,SKU_0228,2024-03-13,,658,10910,329263.8,Ongoing
SO_0003330,STORE_004,SKU_0242,2024-03-13,2024-03-17,4,75,2421.0,Demand spike
SO_0003448,STORE_004,SKU_0315,2024-03-13,2024-03-19,6,94,3294.7,Shrinkage
SO_0003872,STORE_005,SKU_0256,2024-03-13,2024-03-25,12,212,2037.32,Forecast miss
SO_0004271,STORE_006,SKU_0087,2024-03-13,2024-03-18,5,109,3283.08,Forecast miss
SO_0005281,STORE_007,SKU_0156,2024-03-13,2024-03-20,7,151,6654.57,Supplier delay
SO_0006202,STORE_007,SKU_0521,2024-03-13,2024-03-15,2,31,125.86,Shrinkage
SO_0006217,STORE_007,SKU_0542,2024-03-13,2024-03-14,1,1,26.08,Supplier delay
SO_0007420,STORE_010,SKU_0228,2024-03-13,2024-03-17,4,17,513.06,Demand spike
SO_0007822,STORE_010,SKU_0478,2024-03-13,2024-03-14,1,1,25.39,Demand spike
SO_0001197,STORE_002,SKU_0038,2024-03-14,2024-03-18,4,94,4674.62,Forecast miss
SO_0001553,STORE_002,SKU_0298,2024-03-14,2024-03-20,6,374,13957.68,Manual error
SO_0001706,STORE_002,SKU_0369,2024-03-14,2024-03-17,3,50,1090.5,Demand spike
SO_0002239,STORE_003,SKU_0206,2024-03-14,2024-03-16,2,23,1139.65,Supplier delay
SO_0004993,STORE_006,SKU_0564,2024-03-14,2024-03-15,1,0,0.0,Manual error
SO_0005996,STORE_007,SKU_0468,2024-03-14,2024-03-15,1,3,123.48,Manual error
SO_0006340,STORE_008,SKU_0118,2024-03-14,2024-03-15,1,3,13.44,Supplier delay
SO_0007699,STORE_010,SKU_0417,2024-03-14,2024-03-15,1,1,10.8,Forecast miss
SO_0000207,STORE_001,SKU_0213,2024-03-15,2024-03-16,1,5,96.25,Manual error
SO_0001318,STORE_002,SKU_0098,2024-03-15,2024-03-21,6,56,2349.2,Manual error
SO_0001379,STORE_002,SKU_0139,2024-03-15,2024-03-18,3,43,1099.51,Manual error
SO_0001449,STORE_002,SKU_0207,2024-03-15,2024-03-18,3,35,381.85,Demand spike
SO_0001519,STORE_002,SKU_0237,2024-03-15,2024-03-17,2,29,1191.32,Manual error
SO_0002510,STORE_003,SKU_0310,2024-03-15,2024-03-16,1,5,205.35,Forecast miss
SO_0004353,STORE_006,SKU_0088,2024-03-15,2024-03-25,10,70,3280.9,Shrinkage
SO_0004873,STORE_006,SKU_0501,2024-03-15,2024-03-21,6,45,1469.25,Manual error
SO_0005097,STORE_007,SKU_0031,2024-03-15,2024-03-17,2,1,47.29,Supplier delay
SO_0005365,STORE_007,SKU_0223,2024-03-15,2024-03-22,7,110,3494.7,Demand spike
SO_0005510,STORE_007,SKU_0279,2024-03-15,2024-03-16,1,1,30.24,Demand spike
SO_0006111,STORE_007,SKU_0519,2024-03-15,2024-03-16,1,5,126.4,Manual error
SO_0006218,STORE_007,SKU_0542,2024-03-15,2024-03-18,3,33,860.64,Supplier delay
SO_0006967,STORE_009,SKU_0255,2024-03-15,2024-03-24,9,84,2457.84,Supplier delay
SO_0007031,STORE_009,SKU_0285,2024-03-15,2024-03-18,3,45,927.0,Demand spike
SO_0007823,STORE_010,SKU_0478,2024-03-15,2024-03-23,8,40,1015.6,Forecast miss
SO_0000488,STORE_001,SKU_0335,2024-03-16,2024-03-18,2,13,505.44,Supplier delay
SO_0001946,STORE_002,SKU_0564,2024-03-16,2024-03-17,1,2,86.64,Supplier delay
SO_0002634,STORE_003,SKU_0345,2024-03-16,2024-03-18,2,13,473.98,Supplier delay
SO_0002891,STORE_003,SKU_0474,2024-03-16,2024-03-22,6,126,2911.86,Forecast miss
SO_0002929,STORE_003,SKU_0517,2024-03-16,2024-03-22,6,82,3357.9,Manual error
SO_0003238,STORE_004,SKU_0207,2024-03-16,2024-03-18,2,9,98.19,Forecast miss
SO_0003538,STORE_004,SKU_0337,2024-03-16,2024-03-20,4,24,520.56,Supplier delay
SO_0003586,STORE_004,SKU_0499,2024-03-16,2024-03-17,1,0,0.0,Demand spike
SO_0003669,STORE_004,SKU_0513,2024-03-16,2024-03-21,5,57,1130.31,Forecast miss
SO_0003820,STORE_004,SKU_0561,2024-03-16,2024-03-18,2,20,160.8,Supplier delay
SO_0004161,STORE_006,SKU_0071,2024-03-16,2024-03-17,1,3,62.52,Shrinkage
SO_0004775,STORE_006,SKU_0401,2024-03-16,2024-03-18,2,34,715.7,Shrinkage
SO_0005939,STORE_007,SKU_0424,2024-03-16,2024-03-24,8,305,12288.45,Shrinkage
SO_0005997,STORE_007,SKU_0468,2024-03-16,2024-03-20,4,52,2140.32,Supplier delay
SO_0006651,STORE_008,SKU_0355,2024-03-16,2024-03-17,1,0,0.0,Manual error
SO_0007308,STORE_009,SKU_0537,2024-03-16,2024-03-24,8,109,2412.17,Shrinkage
SO_0007656,STORE_010,SKU_0393,2024-03-16,2024-03-18,2,12,549.36,Manual error
SO_0000957,STORE_001,SKU_0534,2024-03-17,2024-03-31,14,311,2522.21,Demand spike
SO_0001794,STORE_002,SKU_0468,2024-03-17,2024-03-18,1,2,82.32,Shrinkage
SO_0002286,STORE_003,SKU_0229,2024-03-17,2024-03-27,10,89,1730.16,Supplier delay
SO_0004994,STORE_006,SKU_0564,2024-03-17,2024-03-18,1,2,86.64,Shrinkage
SO_0006497,STORE_008,SKU_0174,2024-03-17,2024-03-18,1,0,0.0,Manual error
SO_0001667,STORE_002,SKU_0368,2024-03-18,2024-03-21,3,19,585.77,Forecast miss
SO_0003140,STORE_004,SKU_0087,2024-03-18,2024-03-27,9,100,3012.0,Shrinkage
SO_0006652,STORE_008,SKU_0355,2024-03-18,2024-03-30,12,92,821.56,Forecast miss
SO_0007421,STORE_010,SKU_0228,2024-03-18,2024-03-19,1,0,0.0,Shrinkage
